,1m,5m,Int,Tou,Solve,Total,Pair,subject,day,month
121,0,603.183,0,0,0,6940.15,1802-1853,1853,2,May
122,8.262,960.703,0,0,0,7916.02,1802-1853,1853,3,May
123,0,462.681,0,0,0,6992.15,1802-1853,1853,4,May
124,4.339,207.896,0,0,0,8919.5,1802-1853,1853,5,May
125,79.072,358.667,0,0,0,8286.03,1802-1853,1853,6,May
126,0,265.464,0,0,0,8090.71,1802-1853,1853,7,May
127,0,176.068,0,0,0,7109.34,1802-1853,1853,8,May
128,21.717,97.707,0,0,0,7192.32,1802-1853,1853,9,May
129,0,0,0,0,0,8259.33,1820-1841,1841,1,May
130,0,0,0,0,0,6866.37,1820-1841,1841,10,May
131,0,5.192,0,0,0,7623.2,1820-1841,1841,2,May
132,0,2.5,0,0,0,7004.51,1820-1841,1841,3,May
133,0,0,0,0,0,7238.83,1820-1841,1841,4,May
134,0,0,0,0,0,6604.61,1820-1841,1841,5,May
135,0,0,0,0,0,8368.98,1820-1841,1841,6,May
136,0,0,0,0,0,8222.29,1820-1841,1841,7,May
137,0,2,0,0,0,8543.13,1820-1841,1841,8,May
138,0,0,0,0,0,8390.98,1820-1841,1841,9,May
139,97.101,526.563,0,0,0,7874.05,1842-1851,1851,1,May
140,9.593,87.467,0,0,0,8192.31,1842-1851,1851,10,May
141,4.712,197.902,0,0,0,7975.18,1842-1851,1851,2,May
142,36.965,325.98,28.256,0,0,8068.17,1842-1851,1851,3,May
143,17.408,202.992,0,0,0,7400.54,1842-1851,1851,4,May
144,47.935,377.296,0,0,0,8165.26,1842-1851,1851,5,May
145,4.403,182.173,0,0,0,7849.53,1842-1851,1851,6,May
146,36.306,173.158,0,0,0,8383.44,1842-1851,1851,7,May
147,8.372,127.958,0,0,0,8258.86,1842-1851,1851,8,May
148,6.117,140.451,0,0,0,7458.63,1842-1851,1851,9,May
149,0,0,0,0,0,2326.32,1850-1803,1803,1,May
150,0,0,0,0,0,2326.32,1850-1803,1803,10,May
151,0,9.801,0,0,0,7111.1,1850-1803,1803,2,May
152,0,1.067,0,0,0,7738.81,1850-1803,1803,3,May
153,0,70.763,0,0,0,8737.83,1850-1803,1803,4,May
154,0,59.819,0,0,0,8768.36,1850-1803,1803,5,May
155,0,0,0,0,0,2326.32,1850-1803,1803,6,May
156,0,0,0,0,0,2326.32,1850-1803,1803,7,May
157,0,47.919,0,0,0,7078.08,1850-1803,1803,8,May
158,0,14.023,0,0,0,6382.4,1850-1803,1803,9,May
1,921.308,2633.031,0,0,0,8689.28,1600-1623,1600,1,August
2,43.142,684.488,0,0,0,7276.234,1600-1623,1600,10,August
3,1137.12,2169.002,0,0,0,6973.47,1600-1623,1600,2,August
4,146.008,307.17,0,0,0,8558.65,1600-1623,1600,3,August
5,1275.1,1984.772,0,0,0,7399.96,1600-1623,1600,4,August
6,675.66,1525.228,0,0,0,8612.19,1600-1623,1600,5,August
7,486.608,829.908,0,0,0,7946.54,1600-1623,1600,6,August
8,671.366,944.961,0,0,0,8070.03,1600-1623,1600,7,August
9,624.027,1005.501,0,0,0,8433.37,1600-1623,1600,8,August
10,392.556,738.805,0,0,0,8774.36,1600-1623,1600,9,August
11,314.313,1696.439,0,0,0,6663.16,1602-1617,1602,1,August
12,981.105,1378.481,5.616,0,0,9479.44,1602-1617,1602,10,August
13,284.537,1136.153,0,0,0,6287.28,1602-1617,1602,2,August
14,195.309,697.407,0,0,0,6468.99,1602-1617,1602,3,August
15,1147.778,3137.227,0,0,0,5852.35,1602-1617,1602,4,August
16,66.278,309.714,0,0,0,7219.28,1602-1617,1602,5,August
17,272.237,747.408,0,0,0,6960.48,1602-1617,1602,6,August
18,2399.451,3500.065,52.785,0,0,7992.44,1602-1617,1602,7,August
19,2389.187,3622.038,231.354,0,0,8847.79,1602-1617,1602,8,August
20,2139.978,2572.926,178.502,0,0,7480.43,1602-1617,1602,9,August
21,22.221,442.074,0,0,0,7867.01,1610-1703,1610,1,August
22,252.96,709.209,0,0,0,8528.97,1610-1703,1610,10,August
23,3.002,120.221,0,0,0,6826.82,1610-1703,1610,2,August
24,3.303,195.356,0,0,0,7675.83,1610-1703,1610,3,August
25,0,305.014,0,0,0,6761.25,1610-1703,1610,4,August
26,139.844,719.586,0,0,0,7816.45,1610-1703,1610,5,August
27,73.867,504.705,0,0,0,7396.99,1610-1703,1610,6,August
28,206.139,868.741,0,0,0,7713.33,1610-1703,1610,7,August
29,158.026,469.289,0,0,0,8762.34,1610-1703,1610,8,August
30,8.312,310.598,0,0,0,7951.39,1610-1703,1610,9,August
31,0,0,0,0,0,6362.88,1622-1601,1622,1,August
32,0,17.115,0,0,0,7793.23,1622-1601,1622,10,August
33,0,0,0,0,0,4198.19,1622-1601,1622,2,August
34,0,0,0,0,0,6909.9,1622-1601,1622,3,August
35,0,6.91,0,0,0,6729.25,1622-1601,1622,4,August
36,0,0,0,0,0,7125.08,1622-1601,1622,5,August
37,0,22.122,0,0,0,7722.16,1622-1601,1622,6,August
38,0,126.43,0,0,0,7908.85,1622-1601,1622,7,August
39,0,19.518,0,0,0,7599.56,1622-1601,1622,8,August
40,0,0,0,0,0,8268.2,1622-1601,1622,9,August
41,82.882,391.078,0,0,0,8617.71,1802-1853,1802,1,August
42,600.605,895.008,0,0,0,7977.92,1802-1853,1802,10,August
43,197.988,560.734,0,0,0,6705.22,1802-1853,1802,2,August
44,255.084,786.22,0,0,0,8420.52,1802-1853,1802,3,August
45,492.452,1388.643,0,0,0,7255.86,1802-1853,1802,4,August
46,941.796,2120.688,0,0,0,8594.69,1802-1853,1802,5,August
47,1201.238,1919.514,0,0,0,7751.86,1802-1853,1802,6,August
48,383.706,690.842,0,0,0,7984.07,1802-1853,1802,7,August
49,954.814,1598.779,0,0,0,9532.14,1802-1853,1802,8,August
50,474.17,848.126,0,0,0,8268.73,1802-1853,1802,9,August
51,565.449,915.351,0,0,0,4976,1803-1850,1803,4,August
52,0,17.098,0,0,0,6188.8,1803-1850,1803,6,August
53,1368.313,1885.192,0,0,0,8023.64,1820-1841,1820,1,August
54,882.791,1015.615,407.332,0,0,7854.45,1820-1841,1820,10,August
55,3171.06,3575.963,902.084,0,0,7201.69,1820-1841,1820,2,August
56,2039.142,2433.809,573.239,0,0,8982.58,1820-1841,1820,3,August
57,952.317,1148.865,336.256,0,1414.996,3725.25,1820-1841,1820,4,August
58,2689.805,3188.583,1025.913,0,0,7538.99,1820-1841,1820,5,August
59,1277.63,1486.166,456.132,0,0,5966.96,1820-1841,1820,6,August
60,604.267,1012.156,100.184,0,0,7365.96,1820-1841,1820,7,August
61,1578.476,1835.478,906.717,0,0,8548.64,1820-1841,1820,8,August
62,3837.901,4367.719,2263.544,0,1371.856,7922.01,1820-1841,1820,9,August
63,0,0,0,0,0,8471.52,1842-1851,1842,1,August
64,0,0,0,0,0,8483.56,1842-1851,1842,10,August
65,0,0,0,0,0,6689.21,1842-1851,1842,2,August
66,0,0,0,0,0,8283.32,1842-1851,1842,3,August
67,0,0,0,0,0,6915.09,1842-1851,1842,4,August
68,0,12.619,0,0,0,8264.9,1842-1851,1842,5,August
69,0,54.345,0,0,0,7555.7,1842-1851,1842,6,August
70,0,4.005,0,0,0,7825.77,1842-1851,1842,7,August
71,0,0,0,0,0,9080.01,1842-1851,1842,8,August
72,0,0,0,0,0,6227.22,1842-1851,1842,9,August
73,357.584,1099.788,0,0,0,6987.48,1850-1803,1850,1,August
74,425.908,980.871,0,0,0,8932.52,1850-1803,1850,10,August
75,303.499,741.343,0,0,0,7069.56,1850-1803,1850,2,August
76,103.465,548.686,0,0,0,8033.63,1850-1803,1850,3,August
77,86.745,234.787,0,0,0,7163.14,1850-1803,1850,7,August
78,240.503,680.95,0,0,0,8011.57,1850-1803,1850,8,August
79,227.56,581.559,0,0,0,7139.14,1850-1803,1850,9,August
80,2.935,167.393,0,0,0,8689.28,1600-1623,1623,1,August
81,80.379,661.571,0,0,0,7276.234,1600-1623,1623,10,August
82,0,67.56,0,0,0,6973.47,1600-1623,1623,2,August
83,0,33.501,0,0,0,8558.65,1600-1623,1623,3,August
84,0,0,0,0,0,7399.96,1600-1623,1623,4,August
85,100.56,399.792,0,0,0,8612.19,1600-1623,1623,5,August
86,0,17.21,0,0,0,7946.54,1600-1623,1623,6,August
87,0,50.023,0,0,0,8070.03,1600-1623,1623,7,August
88,0,84.386,0,0,0,8433.37,1600-1623,1623,8,August
89,16.525,197.13,0,0,0,8774.36,1600-1623,1623,9,August
90,4.198,125.825,0,0,0,6663.16,1602-1617,1617,1,August
91,12.61,174.278,0,0,0,9479.44,1602-1617,1617,10,August
92,0,112.038,0,0,0,6287.28,1602-1617,1617,2,August
93,1.299,80.682,0,0,0,6468.99,1602-1617,1617,3,August
94,0,200.686,0,0,0,5852.35,1602-1617,1617,4,August
95,0,101.341,0,0,0,7219.28,1602-1617,1617,5,August
96,0,101.625,0,0,0,6960.48,1602-1617,1617,6,August
97,0,167.17,0,0,0,7992.44,1602-1617,1617,7,August
98,16.315,82.98,0,0,0,8847.79,1602-1617,1617,8,August
99,6.112,402.985,0,0,0,7480.43,1602-1617,1617,9,August
100,18.316,5207.47,0,0,0,7867.01,1610-1703,1703,1,August
101,161.654,545.539,0,0,0,8528.97,1610-1703,1703,10,August
102,56.655,413.604,0,0,0,6826.82,1610-1703,1703,2,August
103,12.412,234.732,0,0,0,7675.83,1610-1703,1703,3,August
104,43.434,889.498,0,0,0,6761.25,1610-1703,1703,4,August
105,138.534,903.877,0,0,0,7816.45,1610-1703,1703,5,August
106,191.503,499.3,0,0,0,7396.99,1610-1703,1703,6,August
107,344.978,1453.588,0,0,0,7713.33,1610-1703,1703,7,August
108,320.823,839.543,0,0,0,8762.34,1610-1703,1703,8,August
109,211.707,691.959,0,0,0,7951.39,1610-1703,1703,9,August
110,624.331,1069.898,0,0,0,6362.88,1622-1601,1601,1,August
111,671.081,1368.365,127.038,0,0,7793.23,1622-1601,1601,10,August
112,1542.258,1954.279,0,0,0,4198.19,1622-1601,1601,2,August
113,876.827,1098.486,0,0,0,6909.9,1622-1601,1601,3,August
114,663.461,1141.552,0,0,0,6729.25,1622-1601,1601,4,August
115,252.35,574.799,0,0,0,7125.08,1622-1601,1601,5,August
116,933.254,1275.341,156.861,0,0,7722.16,1622-1601,1601,6,August
117,316.337,976.771,0,0,0,7908.85,1622-1601,1601,7,August
118,335.64,560.624,75.276,0,0,7599.56,1622-1601,1601,8,August
119,1161.256,1906.01,202.715,0,0,8268.2,1622-1601,1601,9,August
120,0,185.708,0,0,0,8617.71,1802-1853,1853,1,August
121,203.046,437.775,0,0,0,7977.92,1802-1853,1853,10,August
122,57.572,382.62,0,0,0,6705.22,1802-1853,1853,2,August
123,81.752,296.373,0,0,0,8420.52,1802-1853,1853,3,August
124,165.809,616.663,0,0,0,7255.86,1802-1853,1853,4,August
125,45.221,292.982,0,0,0,8594.69,1802-1853,1853,5,August
126,188.97,707.746,0,0,0,7751.86,1802-1853,1853,6,August
127,92.37,287.269,0,0,0,7984.07,1802-1853,1853,7,August
128,55.05,263.403,0,0,0,9532.14,1802-1853,1853,8,August
129,169.237,685.186,0,0,0,8268.73,1802-1853,1853,9,August
130,47.14,353.647,0,0,0,4976,1803-1850,1850,4,August
131,69.984,130.52,0,0,0,6188.8,1803-1850,1850,6,August
132,8.643,51.878,0,0,0,8023.64,1820-1841,1841,1,August
133,1.54,34.575,0,0,0,7854.45,1820-1841,1841,10,August
134,162.46,373.27,0,0,0,7201.69,1820-1841,1841,2,August
135,58.606,283.301,0,0,0,8982.58,1820-1841,1841,3,August
136,0,81.847,0,0,0,3725.25,1820-1841,1841,4,August
137,0,58.752,0,0,0,7538.99,1820-1841,1841,5,August
138,2.404,99.701,0,0,0,5966.96,1820-1841,1841,6,August
139,4.231,119.986,0,0,0,7365.96,1820-1841,1841,7,August
140,71.568,161.69,10.373,0,0,8548.64,1820-1841,1841,8,August
141,0,33.521,0,0,0,7922.01,1820-1841,1841,9,August
142,49.759,192.174,0,0,0,8471.52,1842-1851,1851,1,August
143,104.423,622.126,0,0,0,8483.56,1842-1851,1851,10,August
144,201.704,514.589,0,0,0,6689.21,1842-1851,1851,2,August
145,173.367,435.395,0,0,0,8283.32,1842-1851,1851,3,August
146,78.58,332.62,0,0,0,6915.09,1842-1851,1851,4,August
147,153.253,522.904,0,0,0,8264.9,1842-1851,1851,5,August
148,119.227,434.63,0,0,0,7555.7,1842-1851,1851,6,August
149,121.325,5034.622,0,0,0,7825.77,1842-1851,1851,7,August
150,268.349,827.788,0,0,0,9080.01,1842-1851,1851,8,August
151,143.457,348.228,0,0,0,6227.22,1842-1851,1851,9,August
152,25.428,480.586,0,0,0,6987.48,1850-1803,1803,1,August
153,38.742,670.915,0,0,0,8932.52,1850-1803,1803,10,August
154,79.866,492.697,0,0,0,7069.56,1850-1803,1803,2,August
155,10.466,655.332,0,0,0,8033.63,1850-1803,1803,3,August
156,0,56.878,0,0,0,7163.14,1850-1803,1803,7,August
157,8.151,162.536,0,0,0,8011.57,1850-1803,1803,8,August
158,28.129,511.548,0,0,0,7139.14,1850-1803,1803,9,August
1,302.194,659.991,0,0,0,7172.25,1600-1623,1600,1,November
2,216.449,429.318,1.729,0,0,7987.58,1600-1623,1600,10,November
3,231.522,428.819,0,0,0,7260.22,1600-1623,1600,2,November
4,192.889,435.921,0,0,0,7707.65,1600-1623,1600,3,November
5,229.729,483.752,0,0,0,7302.22,1600-1623,1600,4,November
6,154.152,390.532,0,0,0,7270.26,1600-1623,1600,5,November
7,220.228,589.124,0,0,0,6227.72,1600-1623,1600,6,November
8,139.037,301.54,3.404,0,0,6591.59,1600-1623,1600,7,November
9,199.996,328.245,0,0,0,6309.8,1600-1623,1600,8,November
10,274.386,497.242,0,0,0,6262.26,1600-1623,1600,9,November
11,68.065,485.467,0,0,0,6919.91,1602-1617,1602,1,November
12,688.451,970.833,0,0,0,7896.99,1602-1617,1602,10,November
13,783.274,2368.572,0,0,0,7120.64,1602-1617,1602,2,November
14,1126.559,2666.131,0,0,0,7848.8,1602-1617,1602,3,November
15,1744.297,2733.81,14.026,0,0,7255.85,1602-1617,1602,4,November
16,1726.844,2410.97,51.879,0,0,7468.56,1602-1617,1602,5,November
17,711.298,1055.884,11.619,0,0,7468.08,1602-1617,1602,6,November
18,175.016,356.646,0,0,0,6969.47,1602-1617,1602,7,November
19,476.365,778.905,0,0,0,6705.22,1602-1617,1602,8,November
20,697.149,901.782,0,0,0,7480.43,1602-1617,1602,9,November
21,0,59.554,0,0,0,7293.37,1610-1703,1610,1,November
22,0,36.688,0,0,0,7624.21,1610-1703,1610,10,November
23,0,19.519,0,0,0,7164.61,1610-1703,1610,2,November
24,0,0,0,0,0,6972.47,1610-1703,1610,3,November
25,0,78.379,0,0,0,6368.36,1610-1703,1610,4,November
26,2.872,67.835,0,0,0,7069.09,1610-1703,1610,5,November
27,0,0,0,0,0,6947.46,1610-1703,1610,6,November
28,5.294,336.543,0,0,0,7288.24,1610-1703,1610,7,November
29,0,0,0,0,0,7118.07,1610-1703,1610,8,November
30,0,0,0,0,0,6823.82,1610-1703,1610,9,November
31,0,0,0,0,0,6646.64,1622-1601,1622,1,November
32,0,17.917,0,0,0,5667.66,1622-1601,1622,10,November
33,0,0,0,0,0,6503,1622-1601,1622,2,November
34,0,5.094,0,0,0,7620.2,1622-1601,1622,3,November
35,0,0,0,0,0,7618.67,1622-1601,1622,4,November
36,0,4.61,0,0,0,7013.02,1622-1601,1622,5,November
37,0,2.885,0,0,0,7735.32,1622-1601,1622,6,November
38,0,2.594,0,0,0,6742.24,1622-1601,1622,7,November
39,0,0,0,0,0,7024.02,1622-1601,1622,8,November
40,0,8.456,0,0,0,7117.63,1622-1601,1622,9,November
41,249.323,967.488,0,0,0,8135.73,1802-1851,1802,3,November
42,937.092,2152.928,0,0,0,7024.45,1802-1853,1802,1,November
43,484.572,753.523,0,0,0,7956.4,1802-1853,1802,10,November
44,369.034,1178.238,0,0,0,7659.25,1802-1853,1802,2,November
45,668.848,1199.548,0,0,0,6844.84,1802-1853,1802,4,November
46,501.107,1045.804,0,0,0,6572.07,1802-1853,1802,5,November
47,77.369,376.955,0,0,0,7279.77,1802-1853,1802,6,November
48,352.065,779.068,0,0,0,7750.34,1802-1853,1802,7,November
49,2.404,63.603,0,0,0,7755.84,1802-1853,1802,8,November
50,570.077,856.866,7.011,0,0,5387.88,1802-1853,1802,9,November
51,1217.764,1653.031,286.301,0,1285.875,7481.58,1820-1841,1820,1,November
52,272.448,353.508,77.334,0,0,8123.2,1820-1841,1820,10,November
53,532.203,773.445,40.341,0,0,7798.23,1820-1841,1820,2,November
54,427.398,578.033,47.94,0,0,6894.91,1820-1841,1820,3,November
55,309.44,407.028,27.089,0,0,6898.91,1820-1841,1820,4,November
56,186.85,222.862,14.6,0,0,7231.81,1820-1841,1820,5,November
57,283.386,366.872,40.738,0,0,7182.18,1820-1841,1820,6,November
58,231.905,372.629,100.866,0,0,7871.97,1820-1841,1820,7,November
59,80.231,175.683,0,0,0,7983.09,1820-1841,1820,8,November
60,91.067,142.399,29.973,0,0,7398.5,1820-1841,1820,9,November
61,0,0,0,0,0,6557.55,1842-1851,1842,1,November
62,0,0,0,0,0,5625.62,1842-1851,1842,10,November
63,0,0,0,0,0,7216.28,1842-1851,1842,2,November
64,0,0,0,0,0,2326.32,1842-1851,1842,3,November
65,0,0,0,0,0,2326.32,1842-1851,1842,4,November
66,0,0,0,0,0,2326.32,1842-1851,1842,5,November
67,0,1.443,0,0,0,7109.12,1842-1851,1842,6,November
68,0,0,0,0,0,6499.99,1842-1851,1842,7,November
69,0,0,0,0,0,5740.74,1842-1851,1842,8,November
70,0,0,0,0,0,7066.08,1842-1851,1842,9,November
71,0,0,0,0,0,2326.32,1850-1803,1850,1,November
72,0,0,0,0,0,7978.44,1850-1803,1850,10,November
73,0,0,0,0,0,6968.48,1850-1803,1850,2,November
74,0,0,0,0,0,2326.32,1850-1803,1850,3,November
75,0,0,0,0,0,7040.03,1850-1803,1850,4,November
76,0,0,0,0,0,6294.79,1850-1803,1850,5,November
77,0,0,0,0,0,7284.24,1850-1803,1850,6,November
78,0,0,0,0,0,7130.57,1850-1803,1850,7,November
79,0,0,0,0,0,6577.6,1850-1803,1850,8,November
80,0,0,0,0,0,7684.77,1850-1803,1850,9,November
81,0,0,0,0,0,7172.25,1600-1623,1623,1,November
82,0,29.205,0,0,0,7987.58,1600-1623,1623,10,November
83,2.397,24.316,0,0,0,7260.22,1600-1623,1623,2,November
84,0,24.922,0,0,0,7707.65,1600-1623,1623,3,November
85,0,13.713,0,0,0,7302.22,1600-1623,1623,4,November
86,0,5.209,0,0,0,7270.26,1600-1623,1623,5,November
87,0,76.778,0,0,0,6227.72,1600-1623,1623,6,November
88,0,32.331,0,0,0,6591.59,1600-1623,1623,7,November
89,0,22.025,0,0,0,6309.8,1600-1623,1623,8,November
90,0,6.708,0,0,0,6262.26,1600-1623,1623,9,November
91,0,0,0,0,0,6919.91,1602-1617,1617,1,November
92,0,12.674,0,0,0,7896.99,1602-1617,1617,10,November
93,0,47.354,0,0,0,7120.64,1602-1617,1617,2,November
94,0,0,0,0,0,7848.8,1602-1617,1617,3,November
95,0,59.48,0,0,0,7255.85,1602-1617,1617,4,November
96,0,48.613,0,0,0,7468.56,1602-1617,1617,5,November
97,0,21.814,0,0,0,7468.08,1602-1617,1617,6,November
98,0,0,0,0,0,6969.47,1602-1617,1617,7,November
99,0,7.781,0,0,0,6705.22,1602-1617,1617,8,November
100,0,0,0,0,0,7480.43,1602-1617,1617,9,November
101,5.186,156.406,0,0,0,7293.37,1610-1703,1703,1,November
102,87.887,1050.334,0,0,0,7624.21,1610-1703,1703,10,November
103,5.404,72.874,0,0,0,7164.61,1610-1703,1703,2,November
104,0,141.032,0,0,0,6972.47,1610-1703,1703,3,November
105,98.894,616.449,0,0,0,6368.36,1610-1703,1703,4,November
106,72.547,501.656,0,0,0,7069.09,1610-1703,1703,5,November
107,220.092,1345.169,0,0,0,6947.46,1610-1703,1703,6,November
108,354.438,1343.031,0,0,0,7288.24,1610-1703,1703,7,November
109,0,79.675,0,0,0,7118.07,1610-1703,1703,8,November
110,75.371,742.326,0,0,0,6823.82,1610-1703,1703,9,November
111,13.514,270.87,0,0,0,6646.64,1622-1601,1601,1,November
112,161.365,378.765,0,0,0,5667.66,1622-1601,1601,10,November
113,233.473,1004.48,0,0,0,6503,1622-1601,1601,2,November
114,26.791,313.771,0,0,0,7620.2,1622-1601,1601,3,November
115,183.552,579.149,0,0,0,7618.67,1622-1601,1601,4,November
116,21.51,281.591,0,0,0,7013.02,1622-1601,1601,5,November
117,2.875,108.549,0,0,0,7735.32,1622-1601,1601,6,November
118,140.834,290.514,0,0,0,6742.24,1622-1601,1601,7,November
119,178.712,474.958,0,0,0,7024.02,1622-1601,1601,8,November
120,83.869,200.689,0,0,0,7117.63,1622-1601,1601,9,November
121,212.617,648.465,0,0,0,8135.73,1802-1851,1851,3,November
122,230.707,580.402,0,0,0,7024.45,1802-1853,1853,1,November
123,25.726,189.846,0,0,0,7956.4,1802-1853,1853,10,November
124,214.248,694.004,0,0,0,7659.25,1802-1853,1853,2,November
125,193.8,448.763,0,0,0,6844.84,1802-1853,1853,4,November
126,68.1,269.787,0,0,0,6572.07,1802-1853,1853,5,November
127,410.885,730.605,0,0,0,7279.77,1802-1853,1853,6,November
128,250.016,624.183,0,0,0,7750.34,1802-1853,1853,7,November
129,176.598,440.286,0,0,0,7755.84,1802-1853,1853,8,November
130,91.395,168.359,0,0,0,5387.88,1802-1853,1853,9,November
131,12.39,141.314,0,0,0,7481.58,1820-1841,1841,1,November
132,0,118.844,0,0,0,8123.2,1820-1841,1841,10,November
133,0,113.012,0,0,0,7798.23,1820-1841,1841,2,November
134,73.878,205.686,0,0,0,6894.91,1820-1841,1841,3,November
135,66.082,390.667,0,0,0,6898.91,1820-1841,1841,4,November
136,3.455,34.768,0,0,0,7231.81,1820-1841,1841,5,November
137,12.812,198.648,0,0,0,7182.18,1820-1841,1841,6,November
138,0,117.596,0,0,0,7871.97,1820-1841,1841,7,November
139,0,59.177,0,0,0,7983.09,1820-1841,1841,8,November
140,15.661,60.723,0,0,0,7398.5,1820-1841,1841,9,November
141,55.069,723.179,0,0,0,6557.55,1842-1851,1851,1,November
142,28.243,311.632,0,0,0,5625.62,1842-1851,1851,10,November
143,0,84.16,0,0,0,7216.28,1842-1851,1851,2,November
144,0,0,0,0,0,2326.32,1842-1851,1851,3,November
145,0,0,0,0,0,2326.32,1842-1851,1851,4,November
146,0,0,0,0,0,2326.32,1842-1851,1851,5,November
147,203.489,870.221,0,0,0,7109.12,1842-1851,1851,6,November
148,182.138,1110.318,0,0,0,6499.99,1842-1851,1851,7,November
149,0,7.006,0,0,0,5740.74,1842-1851,1851,8,November
150,122.485,447.007,0,0,0,7066.08,1842-1851,1851,9,November
151,0,0,0,0,0,2326.32,1850-1803,1803,1,November
152,5.906,187.073,0,0,0,7978.44,1850-1803,1803,10,November
153,0,44.856,0,0,0,6968.48,1850-1803,1803,2,November
154,0,0,0,0,0,2326.32,1850-1803,1803,3,November
155,13.91,202.511,0,0,0,7040.03,1850-1803,1803,4,November
156,0,46.812,0,0,0,6294.79,1850-1803,1803,5,November
157,0,25.725,0,0,0,7284.24,1850-1803,1803,6,November
158,3.8,87.68,0,0,0,7130.57,1850-1803,1803,7,November
159,0,56.858,0,0,0,6577.6,1850-1803,1803,8,November
160,0,4.131,0,0,0,7684.77,1850-1803,1803,9,November
